,kata,sentimen
1313,gojekindonesia bagaimana cara hubung call center gojek tidak opsi cancel layan goclean,0
1314,heh gojekindonesia konco ngeleh iki eror po mesakke tompultras ket wing rung madhang njaluk rangsum,0
1315,gojekindonesia mekanisme kalau salah pencet rate driver bagaimana,0
1316,minggu akhir sangat nikmat promo grabid yaelah masa gojekindonesia kalah ayo dong jangan mau kalah jek pastiadajalan,0
1317,hai heksa informasi lebih detail kena kendala via dm tks shl,0
1318,ojol crew,0
1319,betul biar jera laku,0
1320,saat operasional gojek papua henti kata pesan pendek tempo kamis petang agustus gojekindonesia bksgojek,0
1321,gojekindonesia lamar gojek driver bike kok sdh minggu dapat sms pic twitter com vtuwgio,0
1322,selamat malam telkomsel td jam an sy isi kuota via gopulsa app gojekindonesia smp jam gin blm msk jg tp sdh potong akun gojek sy pic twitter com jiknbcimv,0
1323,otu pcx motor listrik prfmnews,0
1324,hai kaleia mohon maaf atas kendala kami informasi rute jalan cantum aplikasi gojek acu google maps tks shl,0
1325,jangan mbak jangan kasih tahu bahaya bahaya klu tahu saldo gopay mbak bakal kuras habis,0
1326,urus buat jadi makhluk aniaya aku jago,0
1327,min gimana nih daritadi udah tengah jam gak yang pickup pickup bukan punya aja punya temen juga gojekindonesia pic twitter com xossccf,0
1328,auih juo lah waaang lai hahahahhaa,0
1329,penting bni gojekindonesia mana sendiri tenang ngga peduli apa golonganpendekar strongwoman,0
1330,cek,0
1331,btw pesan ny gojekindonesia pic twitter com yzujutiv,0
1332,sumpah baru pertama kali sekian banyak sen gofood ga sampe panik yaaa bukan perkara rbnya sen makan ga sampe laper gimana yaaa mohon tindak ny gojekindonesia,0
1333,we stan selfdriven wasteconscious driver gojekindonesia https twitter com ryan nus status,0
1334,driver gojekindonesia banyak suka males ngambil order udah lama ditungguin terus chat ga jadi ngambil mending awal aja cancel sekali ngabisin waktu aja,0
1335,gojekindonesia min bagaimana proses hapus akun gojek karena nomor daftar tidak aktif email daftar saya buat akun baru,0
1336,gojekindonesia halo mau tanya paket voucher irit rb hari kan last day promonya guna maksimal kapan misal beli paket hari,0
1337,perhatiin logat bicara dah sama persis udah lumayan lama modus aja,0
1338,hai mohon maaf atas ketidaknyamanan sila follow dm agar dapat menindaklanjuti keluh tks shl,0
1339,slow respon bgt emang gapaham,0
1340,ccicpolri mau lapor orang telpon mau nipu atas nama gojekindonesia tindak pic twitter com pvuemlhy,0
1341,gojekindonesia mohon laku update harga gofood merchant sudah tetap tax restonya terimakasih,0
1342,gue udah cek logged in devices emang devices hape mak gue mak gue ga paket internet asli gue mau delete akun deh,0
1343,gojekindonesia kenapa sih gitu terus mohon balas pic twitter com aarjddlfb,0
1344,klu tanggap dr gojekindonesia gimana,0
1345,gojekindonesia,0
1346,kasi tips banyak dongs bang,0
1347,gojekindonesia plis cek dm,0
1348,ko rewardnya gadapet si min gojekindonesia pic twitter com eeimxslp,0
1349,gojekindonesia gojekjam ayo ikut mitra dg asuransi aplg lg jadi tak harap ini kasih tambah klausul biaya parkir mesan gofood gosend goshop,0
1350,min gojekindonesia logo gojek baru mirip sama kepala psi teletubis filosofi min terimakasih,0
1351,iya makanya kasi drivernya jul poin turun,0
1352,gojekindonesia min order sy tiba selesai padahal driver blm dateng saldo jg kurang mohon solusi,0
1353,gw pernah telfon anjir hahaha masuk order gw kali,0
1354,terms conditions sih laku sampe sept mba,0
1355,kompasiana liputandotcom kompastv hariankompas gojekindonesia gojektech mohon bantu,0
1356,really again gojekindonesia pic twitter com xttmglyer,0
1357,gojekindonesia hi admin mau ganti no hp kok gak ya,0
1358,mba yg gofood stand maaf nota penuh hahaha karna takut mbanya kasih rating jelek drivernya kalo sen ga sesuai habis si mba banyak mau ingin erti sekali gojekindonesia pic twitter com dixueuil,0
1359,gojekindonesia layan baru,0
1360,krn hari akhir mgkn besok kan udah gnt bulan,0
1361,navigasi map lo parah banget bikin orang nyasar jauh gojekindonesia,0
1362,kenapa nyari driver gofood susah bgt yak gojekindonesia,0
1363,hai rijki informasi lebih detail kena kendala via dm tks shl,0
1364,modus nya driver customer dengan logat bicara sama persis gimana gojekindonesia masa ga tindak lanjut,0
1365,hai alifia mohon maaf atas ketidaknyamanan sila follow dm agar dapat menindaklanjuti keluh tks shl,0
1366,hai mohon maaf atas ketidaknyamanannya informasi laku order gantung sedia mitra kami aktif area mana anda laku mesan sila tunggu beberapa dan coba pesan layan yang anda tks shl,0
1367,gojekindonesia kak kok ga dapet cashback padahal beli perdana pic twitter com ejsjmauwgx,0
1368,dear gojekindonesia sistem ya belum buka apps gojek hari trus jam kurang tadi tiba driver telepon kata order ga rasa order pas cek order lokasi yg sama mohon ditrack deh saya ga enak sama drivernya pic twitter com ilrlamek,0
1369,bales woy dm,0
1370,gojekindonesia mau beli bundle voucher gofood kok gagal terus,0
1371,gojekindonesia https twitter com inganggita status,0
1372,gojekindonesia baik driver jg kasih training peta titik pick up thanks pic twitter com hwyklynxze,0
1373,tadi cuma ngecek harga aja knapa tambah mahal biasa gak sampe,0
1374,gojekindonesia hello driver cancel apa gimana tadi dah chat oke soal tidak mengcancel terimakasih mohon konfirmasi nya pic twitter com tpmcith,0
1375,dear gojek gojekindonesia yang tiba telfon mengatasnamakan gojek trus kirim kode gitu kata undi gopay jt nomernya pic twitter com pmahasdnzp,0
1376,cari driver buat gofood susah bener gojekindonesia,0
1377,apa dek jani,0
1378,kemaren gojek kaya ngeorder gofood sendiri kaya gin tu papa gak sih gojekindonesia pic twitter com soevzjp,0
1379,ihh kmren pas aku kena aku ksik tau orng yg niputu nomer kode verifikasi trus gimn dong endk knp kan gojek gua jdnya,0
1380,twitku gak tanggap kalo gak yaudah jawab dong gojekindonesia ikhlas rb layang dah,0
1381,gojekindonesia cek dm plis,0
1382,gojekindonesia selamat siang pak bu ingin tanya apa gojek buka sempat bekerjasama bagai sponsorship bila iya kirim proposal via email mana terima kasih,0
1383,min dmnya blm respon memang bug,0
1384,mana bisa complain driver gojek,0
1385,gojekindonesia balas dm min,0
1386,iya ja yaudah mimin baik gojekindonesia knp g login apliksi grab pdhal udh smpek verifikasi email email yg dimasukin udh bner dong min,0
1387,hai areum informasi nomor order kendala via dm dapat proses lebih lanjut tks shl,0
1388,saya pertama kali paylater bulan agustus min bagaimana sudah kena biaya bulan,0
1389,coba tanya admin gojekindonesia ngasih tau solusi tur,0
1390,data gojekindonesia bocor apa gimana barusan telpon tipu mengatasnamakan gojek keren tipu tau nama sesuai nama saya daftar gojek apa gojek jual data pribadi usernya pic twitter com dmatkslyp,0
1391,min lanjut gmn,0
1392,hai mohon maaf atas ketidaknyamanannya informasi nomor order kendala via dm dapat proses lebih lanjut tks shl,0
1393,gimana sih maksud masa bayar pake paylater feenya bener aja tadi jg ga sengaja otomatis pilih paylater mau diremove ga paylaternya gojekindonesia pic twitter com kkjtwtqq,0
1394,cc gojekindonesia,0
1395,sebenernya gw kesel sama gojekindonesia udh sampe luar negeri tp neger sendiri rata gw sering liat iklan gojek diyt twitter ampe paling sering digame tiap liat iklan gw sering ngejawab sendiri lutuh blm nyampe kota gw jadi jangan minta diinstal mulu,0
1396,sbg mitra sy harap decacorn terus maju kembang slalu inovasi bisa saing sehat sesuai atur main yg tp grabid gojekindonesia lalai tdk adil bakal do individu gulung tikar hapus sistem prioritas pd order aspirasi,0
1397,,0
1398,min gojekindonesia kenapa mau log in muncul gin terus nomor udah bener padahal pic twitter com tyyykurzvw,0
1399,pantai selatan layan gojekindonesia bisa dipake gk,0
1400,gojekindonesia batalin pesan go ride saldo gopay kok potong,0
1401,g bagus om politik selesai bicara nya yg bijak gw jg dulu dukung prabowo politik selesai selesai jngn ikut bak dendam usaha sllu ikut atur perintah,0
1402,orang percaya kamu bicara fakta orang akan percaya kalau kata opini semata,0
1403,dear gojekindonesia and grabid can you consider to add a feature like dont talk to me in gocar or grabcar most of the times i need that feature when i was super exhausted and tired but the driver keep asking many things and sometimes it goes beyond the limit,0
1404,gojekindonesia selamat mlm malam hape suami copet lalu akun gojek msh saldo gopay bagaimana terima kasih,0
1405,gojekindonesia mas kan nenek naik gojek bayar pake gopay nah nenek kan gatau tb mintain uang lebih harus di tindak lanjut,0
1406,gojekindonesia pimpin gojek indonesia perhati bonus lebih baik bagi mitra bukan turun hilang bonus,0
1407,knapa gocar gubeng merr mahal padahal jarak gak terlalu jauh gojekindonesia,0
1408,udah mah dm min tp gak respon alias dikacangin,0
1409,gojekindonesia min topup gopay dr mandiri ko gamasuk sampe skrg cs mandiri terang transaksi sdh hasil tp ko ga masuk akun ya,0
1410,dear gojekindonesia bgt beberapa kali gin terus aku isi gopay via mbanking mandiri tp digopay aku bingung bgt skg utk bayar distore nih pic twitter com vvzubvv,0
1411,hai sasha dapat proses lebih lanjut sila informasi nomor telepon email daftar tipe handphone versi ios os screenshoot kendala via dm tks shl,0
1412,paylater akun gojek buat non aktif ga sih gojekindonesia,0
1413,dong gojekindonesia baik gak nge crash mulu gak sih hadehhh utama ios yg kecewa buka w doang nyata pdhl udh jd langgan jg jd kzl sndiri set jam buka aplikasi kaga buka pic twitter com qxolcvi,0
1414,min gojekindonesia salah kode beli gopay jadi masuk driver pdhal bukan driver bantu saldo di pindah gopay,0
1415,baperin mas ojol maap yaa mas sowong gojekjam gojekin gojekindonesia pic twitter com iiiosqbn,0
1416,gojekindonesia,0
1417,hai sila coba laku force close aplikasi gojek dengan cara hapus file clear cache simpan memori internal kemudian buka aplikasi gojek ya tks shl,0
1418,gojekindonesia proses withdraw biasa berapa lama sy withdraw udh jam yg lalu blm proses,0
1419,gojek jilat mukidi ya,0
1420,gojekindonesia mau tanya soal aplikasi dm yak,0
1421,hass naik aja terus sampe puncak gunung,0
1422,hai sila cerita kendala cara lebih detail lalu dm tks shl,0
1423,gojekindonesia tadi mes gocar kenapa bisa chat hanya pilih telepon sama sms foto orang gak trus plat mobil aneh depan gp terus g belakang takut jadi saya cancel apa memang ata,0
1424,situ jelas urgensi apa pokok keptusan menteri emang rakyat gak hak tau,0
1425,kalo kayak gitu mending pake gopay aja skalian thx min,0
1426,perintah yg naekin tarif ojol ojolnya yg tuntut tingkat layan perintah tau terima cuan aja slaw,0
1427,kirim bukti chatnya,0
1428,gojekindonesia bluebirdgroup sy sen gocar tp yg dtg mobil pdhl sy order aja aplikasi sy yg aktif adlh ertiga tp bluebird ttp dtg lokasi tunjuk aplikasi ada nama sy sbg mes akhir sy pilih bluebird batal yg ertiga,0
1429,hasil selalu karya anak bangsa tinggal jauh kembali lindas yang jadi ini jakarta khusus gojekindonesia grabid siap aja driver vietnam bakal biasa dg istilah order mana orderann kok anyebbb https twitter com lambe ojol status,0
1430,hai rafi informasi nomor order kendala lalu dm tks shl,0
1431,ingat tidak jadi yg sama aplikasi beda,0
1432,ngetest aja siapa tau ini lebih peka,0
1433,laper mls luar mau gofood grabfood gak voucher gimanaseh klyan gojekindonesia grabid,0
1434,biasa hidup meubeler suka nipu beli ala karena biasa parlente ambon fm dutafm seputarkupangid metro tv suarapapua trisakti metro tv bem fhui itbcareercenter maranathacareer kompastv bemkm ugm mediaindonesia unklabgrads gojekindonesia ess https twitter com w runturambi status,0
1435,mah anak kantor gojekindonesia doang kali yg saya dibekelin ama emak pake telor ceplok aja udah neng bukan kepalang,0
1436,gojekindonesia sore min masalah nih pas order goshop pesan item nyata cuma item toko ngga ubah sama driver kata mau transfer sekarang transfer,0
1437,gojekindonesia hallo min,0
1438,dharm udah banyak bgt ngeluh mgkn bs jd input mgmt wkwk,0
1439,hai hani nomor telepon anda masuk benar aktif kemudian tulis nomor telepon benar hilang angka awal tulis tks shl,0
1440,gojekindonesia emang benar yaa gojek kasih cashback juta tadi telfon terus mau topup rekening gopay udah top up rekening masuk gopay tapi pikir tipu jd saya tidak lanjut,0
1441,gojekindonesia jadi adik hampir kena tipu via akun gojek si tipu udah login akun adek kira kira gimana cara biar akun adek aman photo dua nomer tipu nya pic twitter com pmkmiaizw,0
1442,hai kak dari findaya partner gojek tangan paylater guna fitur paylater biaya bulan sesuai nominal tera halaman paylater dan tagih laku paling sedikit satu transaksi bulan sebut tks krn,0
1443,gojekindonesia min cara sen goclean gimana,0
1444,email lomie surabaya gmail com just info bbrp hari di inbox tulis akun beku kemudian tulis akun aktif kenapa yah kok akun beku pdhl cuma order gosend biasa pic twitter com adthsyf,0
1445,mau pakai ulang aplikasi gojek bulan pakai kok kode otp nya ga masuk gojekindonesia,0
1446,hai kak dari findaya partner gojek tangan paylater tanggal jatuh tempo paylater tiap hari akhir pd bulan tsb kakak paylater tanggal agustus tanggal jatuh tempo tetap akhir bulan agustus tks krn,0
1447,gojekindonesia buka gofood sana kasi org turki kl mau makan ribet,0
1448,gojekindonesia min kalo pakai paylater hari apakah tagih jatuh tempo hari,0
1449,hai vidya di informasi nomor order lalu dm terima kasih yni,0
1450,gojekindonesia kaaaa kok promo gofood harga ga kurang pas mau order,0
1451,hai kendala dapat segera tindaklanjuti mohon kirim nomor hp email daftar screenshot kendala lalu dm tks shl,0
1452,fix takut saing aja aki lambe ojol sinnakarita faktaojol gojekindonesia go njreng sir edwin https twitter com gojekjam status,0
1453,gojekindonesia mohon balas min https twitter com thislumos status,0
1454,gojekindonesia min pakai apy later bulan agustus kata gratis bulan eprtama kok malah suruh bayar rb sih,0
1455,kok gojek gaada fitur new offers tolong bantu,0
1456,fakta om jokowi bbm naik diam diam rakyat minta mundur drpd rusuh sumaui bui adkesma bem its fahiraidris metro tv freewestpapua kompastv gojekindonesia beritasatu mediaindonesia suarapapua fpksdprri mprri mhsmakasar jatengpedia unklabgrads https twitter com stevaniehuangg status,0
1457,bantuin dong gojekindonesia,0
1458,gojekindonesia bg cek kira akun bisa aktif pic twitter com hftmpbdyt,0
1459,gojekindonesia saya bisa kirim gosend selalu muncul tulis server is busy you are not allowed to make booking,0
1460,hallo gojekindonesia daftar mitra gojek purwokerto bisa ngga,0
1461,hai vidya mohon maaf atas ketidaknyamanannya informasi nomor order kendala via dm dapat proses lebih lanjut tks shl,0
1462,ngomong doank hahahaha tra laku parlente rt ambon fm freewestpapua dutafm suarapapua reuters metro tv seputarkupangid kompastv yeahmahasiswa mediaindonesia lbh jakarta ylbhi bem fhui bemundip gojekindonesia jatengpedia banggasurabaya unklabgrads https twitter com jokowi status,0
1463,tindak lanjut driver yg suka sesuai aplikasi,0
1464,gojekindonesia min salah kode beli gopay jadi masuk driver pdhal bukan driver bantu saldo di pindah gopay,0
1465,hai kak pon dari findaya partner gojek tangan paylater mohon maaf atas tsb akan beri informasi lalu dm sila follow lebih agar akses dm buka tks krn,0
1466,gojekindonesia mau tanya emang ya kalau orang minjem aplikasi driver gojek baru aja sen gojek orang tua tapi orang sesuai yg di aplikasi mama saya jadi celaka jalan,0
1467,lol baca baik twit sudah kasi analogi jg,0
1468,gojekindonesia hai gojek ingin tanya bagaimana cara aju sponsorship terimakasih,0
1469,pemalass,0
1470,gojekindonesia mana baju tuker go point gw,0
1471,pihak restonya,0
1472,bendera lambang islam tauhid khilafah dasar om jokowi jongos pkc china bemundip fisipolugm ptik uns himagrotek bem unsoed bemfebugm bemfhuns metro tv kompastv gojekindonesia unklabgrads freewestpapua trisakti mediaindonesia suarapapua ess https twitter com idtodaydotco status,0
